,value,metric,type
209,3.2011000518757107,kde,full
210,1.4263782927402149,kde,full
211,5.1912700445026445,kde,full
212,4.807577308106157,kde,full
213,2.2097455080961184,kde,full
214,0.8015398772728259,kde,full
215,2.039877952937879,kde,full
216,1.9807301124827006,kde,full
217,4.328894685874773,kde,full
218,3.2188467670528977,kde,full
219,7.301274453081642,kde,full
220,7.852465517189784,kde,full
221,6.534362701497387,kde,full
222,12.221612587431986,kde,full
223,9.283639726854314,kde,full
224,11.565064893140198,kde,full
225,13.45607207241475,kde,full
226,14.297083248721608,kde,full
227,15.42320655564768,kde,full
228,16.771977067305084,kde,full
229,18.791742105382838,kde,full
230,13.396125667017122,kde,full
231,11.930014438330543,kde,full
232,1.6888046615593777,kde,full
233,1.5437616012872093,kde,full
234,3.2486140957968606,kde,full
235,1.9623929817871772,kde,full
236,4.376697502841634,kde,full
237,4.678550027285172,kde,full
238,4.507680864389925,kde,full
239,3.244296768568413,kde,full
240,7.209703739708574,kde,full
241,0.6265630511759954,kde,full
242,2.6790830587935472,kde,full
243,3.655154002750243,kde,full
244,4.00028837144891,kde,full
245,10.42650220172371,kde,full
246,10.544647166905241,kde,full
247,4.0128629587031845,kde,full
248,5.3580220733143245,kde,full
249,0.9361176020815576,kde,full
250,0.9090913970612631,kde,full
251,-0.21381565657343554,kde,full
252,0.21197159976917646,kde,full
253,1.5629532875268002,kde,full
254,2.0216923979635304,kde,full
255,1.3189510520576644,kde,full
256,0.5801090026636796,kde,full
257,4.6047532976150025,kde,full
258,2.0636150898273047,kde,full
259,11.948773279990029,kde,full
260,1.1210923203079144,kde,full
261,3.357139914217264,kde,full
262,3.8759829788407636,kde,full
263,5.600114848362912,kde,full
264,1.3166225922434998,kde,full
265,3.3950860568908583,kde,full
266,0.3218047856515276,kde,full
267,1.7951338532900891,kde,full
268,4.861129741467394,kde,full
269,4.08657763438714,kde,full
270,1.3927637397091934,kde,full
271,2.675989070388273,kde,full
272,16.61555496087627,kde,full
273,0.527842614137299,kde,full
274,-0.05368587329206875,kde,full
275,2.1387471639494033,kde,full
276,1.683424938118454,kde,full
277,1.4965169778428933,kde,full
278,1.3779236202690233,kde,full
279,19.57267997212894,kde,full
280,4.335014613533896,kde,full
281,1.4574496030069328,kde,full
282,4.434473503756076,kde,full
283,1.9794928504438536,kde,full
284,3.106477948903404,kde,full
285,12.3405171956709,kde,full
286,3.8804535445322728,kde,full
287,0.9634692096859608,kde,full
288,1.3177413335996269,kde,full
289,2.879512363003615,kde,full
290,4.268005125484901,kde,full
291,1.2484342931593495,kde,full
292,0.8913752245314981,kde,full
293,2.816963284917347,kde,full
294,3.213659398378859,kde,full
295,2.3612742044050474,kde,full
296,3.439960908042621,kde,full
297,3.0290269946908737,kde,full
298,3.0563714823789976,kde,full
299,7.691800750514195,kde,full
300,5.1868271606977165,kde,full
301,3.0015889452359263,kde,full
302,4.296758254278804,kde,full
303,0.88351389965893,kde,full
304,-0.5736922402977228,kde,full
305,0.4777210065610676,kde,full
306,0.21570644512673542,kde,full
307,20.0,kde,full
308,1.5897491798044623,kde,full
309,4.74832195077833,kde,full
310,5.439208058670858,kde,full
311,17.56963533207801,kde,full
312,8.6134350981928,kde,full
313,1.5409969901616751,kde,full
314,3.3434373591778663,kde,full
315,8.670786688246729,kde,full
316,4.758296801739571,kde,full
317,9.4334354293135,kde,full
318,5.254450850677253,kde,full
319,2.094342205981577,kde,full
320,0.8795855967574607,kde,full
321,1.909409768486542,kde,full
322,2.751020045582603,kde,full
323,3.962714997837101,kde,full
324,2.3888674521023514,kde,full
325,2.2436898062806225,kde,full
326,5.04997639389145,kde,full
327,1.987567070053983,kde,full
328,4.7753287956045,kde,full
329,8.296245581065644,kde,full
330,4.77812687491601,kde,full
331,6.246061286200787,kde,full
332,2.806832810020939,kde,full
333,8.220286289405163,kde,full
334,3.309882580818354,kde,full
335,0.6523789736855922,kde,full
336,2.8076203682814924,kde,full
337,0.3145178527367079,kde,full
338,1.018938030052457,kde,full
339,2.1074817527784533,kde,full
340,0.5302329105803852,kde,full
341,1.521614311374703,kde,full
342,-0.6824145804919066,kde,full
343,-0.32462896159266375,kde,full
344,-0.3801513810292645,kde,full
345,-0.8874668084011791,kde,full
346,1.2597904426489064,kde,full
347,-0.2483924333544878,kde,full
348,0.675102783612321,kde,full
349,0.7468306086501565,kde,full
350,-0.12325976182208734,kde,full
351,0.07824680218038638,kde,full
352,-0.39701398187924747,kde,full
353,1.2620259123335678,kde,full
354,1.0088558383737876,kde,full
355,-0.752860197450953,kde,full
356,1.8421458848665107,kde,full
357,2.607190100804914,kde,full
358,0.5006483131364687,kde,full
359,2.1678915458295536,kde,full
360,1.1014243078434323,kde,full
361,-0.23127653233376824,kde,full
362,0.09265867132116887,kde,full
363,2.0178663924157134,kde,full
