,value,metric,type
198,20.0,kde,z_mode
199,20.0,kde,z_mode
200,20.0,kde,z_mode
201,6.492226131439743,kde,z_mode
202,9.982032608229147,kde,z_mode
203,14.229998747258637,kde,z_mode
204,17.863320159419022,kde,z_mode
205,17.992043926241685,kde,z_mode
206,17.353021647492593,kde,z_mode
207,20.0,kde,z_mode
208,17.97463102565045,kde,z_mode
209,16.134904734009414,kde,z_mode
210,20.0,kde,z_mode
211,20.0,kde,z_mode
212,18.375434480677377,kde,z_mode
213,20.0,kde,z_mode
214,9.93493697851163,kde,z_mode
215,9.762718014410494,kde,z_mode
216,17.451839231680797,kde,z_mode
217,14.92800944988832,kde,z_mode
218,20.0,kde,z_mode
219,19.224118103888873,kde,z_mode
220,18.49124361110673,kde,z_mode
221,17.514428360998416,kde,z_mode
222,20.0,kde,z_mode
223,19.40156269115527,kde,z_mode
224,20.0,kde,z_mode
225,20.0,kde,z_mode
226,20.0,kde,z_mode
227,20.0,kde,z_mode
228,20.0,kde,z_mode
229,20.0,kde,z_mode
230,20.0,kde,z_mode
231,20.0,kde,z_mode
232,20.0,kde,z_mode
233,10.538004663113501,kde,z_mode
234,20.0,kde,z_mode
235,13.247799123024473,kde,z_mode
236,18.104788412182025,kde,z_mode
237,18.594199155714154,kde,z_mode
238,20.0,kde,z_mode
239,17.912675577819993,kde,z_mode
240,20.0,kde,z_mode
241,12.943314827763476,kde,z_mode
242,20.0,kde,z_mode
243,20.0,kde,z_mode
244,20.0,kde,z_mode
245,20.0,kde,z_mode
246,20.0,kde,z_mode
247,20.0,kde,z_mode
248,20.0,kde,z_mode
249,20.0,kde,z_mode
250,20.0,kde,z_mode
251,12.020151874097978,kde,z_mode
252,17.131769464185172,kde,z_mode
253,17.57737577024105,kde,z_mode
254,20.0,kde,z_mode
255,20.0,kde,z_mode
256,17.358725983845957,kde,z_mode
257,20.0,kde,z_mode
258,13.276524332922568,kde,z_mode
259,20.0,kde,z_mode
260,20.0,kde,z_mode
261,20.0,kde,z_mode
262,20.0,kde,z_mode
263,20.0,kde,z_mode
264,20.0,kde,z_mode
265,20.0,kde,z_mode
266,20.0,kde,z_mode
267,16.404885567437518,kde,z_mode
268,20.0,kde,z_mode
269,16.478142316149583,kde,z_mode
270,20.0,kde,z_mode
271,20.0,kde,z_mode
272,20.0,kde,z_mode
273,9.691188079127429,kde,z_mode
274,20.0,kde,z_mode
275,18.678195294213705,kde,z_mode
276,12.357185019624975,kde,z_mode
277,11.256662399683378,kde,z_mode
278,20.0,kde,z_mode
279,20.0,kde,z_mode
280,16.90850757814973,kde,z_mode
281,4.331898312730466,kde,z_mode
282,20.0,kde,z_mode
283,18.51805103358729,kde,z_mode
284,20.0,kde,z_mode
285,20.0,kde,z_mode
286,20.0,kde,z_mode
287,5.147594948128642,kde,z_mode
288,6.751274915705842,kde,z_mode
289,20.0,kde,z_mode
290,20.0,kde,z_mode
291,7.090151924379283,kde,z_mode
292,5.736010263759497,kde,z_mode
293,15.011863703928416,kde,z_mode
294,15.364945014641021,kde,z_mode
295,13.833841101013288,kde,z_mode
296,14.452335247177492,kde,z_mode
297,15.181626559157575,kde,z_mode
298,15.474956017106262,kde,z_mode
299,19.4044341884022,kde,z_mode
300,20.0,kde,z_mode
301,17.249736646428975,kde,z_mode
302,18.387138553340627,kde,z_mode
303,9.749784314237827,kde,z_mode
304,-0.13127484338919576,kde,z_mode
305,15.07978181155688,kde,z_mode
306,18.085794045776186,kde,z_mode
307,20.0,kde,z_mode
308,20.0,kde,z_mode
309,13.328606813738176,kde,z_mode
310,20.0,kde,z_mode
311,20.0,kde,z_mode
312,19.185216262753297,kde,z_mode
313,9.518666688105206,kde,z_mode
314,17.03537999525186,kde,z_mode
315,13.970656242121436,kde,z_mode
316,17.971346037153822,kde,z_mode
317,20.0,kde,z_mode
318,20.0,kde,z_mode
319,6.04037642556627,kde,z_mode
320,7.989452559065339,kde,z_mode
321,10.858705754972677,kde,z_mode
322,15.319278521932278,kde,z_mode
323,18.955288550178437,kde,z_mode
324,15.679976434648962,kde,z_mode
325,16.11724120956929,kde,z_mode
326,16.677547724665818,kde,z_mode
327,20.0,kde,z_mode
328,20.0,kde,z_mode
329,18.160615855386844,kde,z_mode
330,20.0,kde,z_mode
331,20.0,kde,z_mode
332,20.0,kde,z_mode
333,20.0,kde,z_mode
334,20.0,kde,z_mode
335,14.488474453545297,kde,z_mode
336,20.0,kde,z_mode
337,17.68039986259125,kde,z_mode
338,20.0,kde,z_mode
339,20.0,kde,z_mode
340,20.0,kde,z_mode
341,20.0,kde,z_mode
342,16.406135877645653,kde,z_mode
343,12.95708170693301,kde,z_mode
344,16.49713846063653,kde,z_mode
345,11.425546389241111,kde,z_mode
346,20.0,kde,z_mode
347,8.25601194323423,kde,z_mode
348,20.0,kde,z_mode
349,20.0,kde,z_mode
350,7.726137919161568,kde,z_mode
351,8.114911479508407,kde,z_mode
352,18.14791729937658,kde,z_mode
353,20.0,kde,z_mode
354,13.989467374265915,kde,z_mode
355,3.3305905697296416,kde,z_mode
356,20.0,kde,z_mode
357,20.0,kde,z_mode
358,16.819403100880486,kde,z_mode
359,20.0,kde,z_mode
360,20.0,kde,z_mode
361,11.953901743323042,kde,z_mode
362,13.00547423346705,kde,z_mode
363,20.0,kde,z_mode
