,value,metric,type
0,1.548739512499161,fde,best_of
1,0.4838684803540683,fde,best_of
2,0.9503581776617192,fde,best_of
3,0.9909950790449057,fde,best_of
4,0.8852826290820826,fde,best_of
5,0.8929191422505129,fde,best_of
6,0.30781280691799917,fde,best_of
7,1.7244839969094523,fde,best_of
8,0.01552065783794156,fde,best_of
9,0.6337289923885117,fde,best_of
10,0.22553006670283995,fde,best_of
11,0.012716769535100026,fde,best_of
12,0.44894171452285975,fde,best_of
13,0.18585488347832013,fde,best_of
14,0.02045891273311814,fde,best_of
15,0.4416984957078486,fde,best_of
16,0.1556387309162826,fde,best_of
17,0.036005793824427236,fde,best_of
18,0.39088411025068287,fde,best_of
19,0.16843188424303218,fde,best_of
20,0.014236450015150505,fde,best_of
21,0.35870779360957245,fde,best_of
22,0.18261377384804225,fde,best_of
23,0.05871066212943106,fde,best_of
24,0.32489145589002516,fde,best_of
25,0.7180297654087443,fde,best_of
26,0.02793007905722714,fde,best_of
27,0.3227767003029223,fde,best_of
28,0.2546983734234201,fde,best_of
29,0.052316553464996335,fde,best_of
30,0.32894462221052445,fde,best_of
31,0.29652343793925656,fde,best_of
32,0.05416509590709495,fde,best_of
33,1.5060138680590982,fde,best_of
34,0.2809086076857739,fde,best_of
35,0.06721833764338549,fde,best_of
36,0.7877993591198071,fde,best_of
37,0.21724413454877067,fde,best_of
38,0.053234039932983375,fde,best_of
39,2.174132394897121,fde,best_of
40,0.43085000894468717,fde,best_of
41,0.0523472748076425,fde,best_of
42,0.33834252462508346,fde,best_of
43,1.0269434468814274,fde,best_of
44,0.05767904224239032,fde,best_of
45,0.48233682402140066,fde,best_of
46,0.03981246062866234,fde,best_of
47,1.042597392010469,fde,best_of
48,0.2123030792328051,fde,best_of
49,0.36660061578454717,fde,best_of
50,0.0023047060266459933,fde,best_of
51,0.278057930983599,fde,best_of
52,0.24961800701815767,fde,best_of
53,0.3325540662747036,fde,best_of
54,0.0842432753724651,fde,best_of
55,0.3732390211181567,fde,best_of
56,0.07162611722784981,fde,best_of
57,2.109881672705076,fde,best_of
58,0.0608796927054591,fde,best_of
59,0.5582343269958654,fde,best_of
60,0.8456871858801316,fde,best_of
61,0.25086690415518254,fde,best_of
62,0.21106995668452205,fde,best_of
63,0.4426989668041533,fde,best_of
64,2.9103958085977153,fde,best_of
65,4.466654529974199,fde,best_of
66,0.4464795586893918,fde,best_of
67,0.3995369215458172,fde,best_of
68,0.7309718165154189,fde,best_of
69,0.2678080445244566,fde,best_of
70,0.5258887960084051,fde,best_of
