,value,metric,type
0,1.169811660313977,ade,best_of
1,0.6504844487390633,ade,best_of
2,0.7500044611901716,ade,best_of
3,0.77138132094123,ade,best_of
4,0.8030921586109461,ade,best_of
5,0.38564663106496,ade,best_of
6,0.43780126461418273,ade,best_of
7,1.0903916914455152,ade,best_of
8,0.01054865638425341,ade,best_of
9,0.21398514004500546,ade,best_of
10,0.11292918955617832,ade,best_of
11,0.009086378497731282,ade,best_of
12,0.24183408475397905,ade,best_of
13,0.09384230620437962,ade,best_of
14,0.00842057716838907,ade,best_of
15,0.28066179641205163,ade,best_of
16,0.09835456564114074,ade,best_of
17,0.014353903531680293,ade,best_of
18,0.25140991156224235,ade,best_of
19,0.12535319204259682,ade,best_of
20,0.014476487750451517,ade,best_of
21,0.26310784743277116,ade,best_of
22,0.14126129571023288,ade,best_of
23,0.01634347062136174,ade,best_of
24,0.3721514356128007,ade,best_of
25,0.4018149514172073,ade,best_of
26,0.024427356816746015,ade,best_of
27,0.2951213942957067,ade,best_of
28,0.28674149411971883,ade,best_of
29,0.023600807427042163,ade,best_of
30,0.4622926760137247,ade,best_of
31,0.17069820915544887,ade,best_of
32,0.0292183901610942,ade,best_of
33,0.7870610440792626,ade,best_of
34,0.2488318036863972,ade,best_of
35,0.04046589271264551,ade,best_of
36,0.3729202574836364,ade,best_of
37,0.16568459022888263,ade,best_of
38,0.033173475720499467,ade,best_of
39,1.4273300505564805,ade,best_of
40,0.2859796657608364,ade,best_of
41,0.03945164304000473,ade,best_of
42,0.3377128703683126,ade,best_of
43,0.5804772753083022,ade,best_of
44,0.04037056743963651,ade,best_of
45,0.31124710478362233,ade,best_of
46,0.0510413340495238,ade,best_of
47,0.8987406223048405,ade,best_of
48,0.11488219927579292,ade,best_of
49,0.3837154497589728,ade,best_of
50,0.07036287162789935,ade,best_of
51,0.2333395526680092,ade,best_of
52,0.15577434961910802,ade,best_of
53,0.32655337663299466,ade,best_of
54,0.028195606552418817,ade,best_of
55,0.3433052731651583,ade,best_of
56,0.02786358014616312,ade,best_of
57,1.452213055167652,ade,best_of
58,0.03082220361105524,ade,best_of
59,0.5230935871356164,ade,best_of
60,0.49247368830089905,ade,best_of
61,0.16393482237096252,ade,best_of
62,0.24935945787252303,ade,best_of
63,0.5249433674209536,ade,best_of
64,1.5091843048393612,ade,best_of
65,2.630212604898665,ade,best_of
66,0.3258940190684016,ade,best_of
67,0.3957037954963645,ade,best_of
68,0.6563661123300144,ade,best_of
69,0.6764943612087407,ade,best_of
