,value,metric,type
138,0.5525862244459282,fde,ml
139,0.9548360291328968,fde,ml
140,0.19831794328120714,fde,ml
141,2.833523617939205,fde,ml
142,1.1268353493285224,fde,ml
143,2.9787602088376506,fde,ml
144,2.1901390015790714,fde,ml
145,0.037818547580853346,fde,ml
146,3.5740524190618475,fde,ml
147,3.081275677910888,fde,ml
148,3.145646865378376,fde,ml
149,0.27930392196110027,fde,ml
150,1.9259279567975722,fde,ml
151,2.138324373730377,fde,ml
152,0.8894424535015245,fde,ml
153,0.6969413441520715,fde,ml
154,1.1842461359111938,fde,ml
155,0.40677571196931955,fde,ml
156,1.6477282553687502,fde,ml
157,1.9907872976293663,fde,ml
158,2.675446414147626,fde,ml
159,3.00320222830062,fde,ml
160,3.2895859146090722,fde,ml
161,3.2438287495631113,fde,ml
162,0.4695718818108401,fde,ml
163,5.04154466011459,fde,ml
164,2.648773378756879,fde,ml
165,3.7913510541692004,fde,ml
166,3.469499665180848,fde,ml
167,2.8690116153603493,fde,ml
168,3.0029951998151447,fde,ml
169,3.763461420749854,fde,ml
170,1.278924820892022,fde,ml
171,1.3300969228164634,fde,ml
172,5.851766058302192,fde,ml
173,1.0569953669533216,fde,ml
174,1.4770153984166141,fde,ml
175,1.639348492631186,fde,ml
176,1.022421703955219,fde,ml
177,1.013480833535826,fde,ml
178,1.0191758297353364,fde,ml
179,1.0209631066588005,fde,ml
180,6.363730405310234,fde,ml
181,0.2643871212099822,fde,ml
182,3.7987376513130138,fde,ml
183,0.7775894306388641,fde,ml
184,3.059281305850179,fde,ml
185,1.1630936758948958,fde,ml
186,1.3881283286287305,fde,ml
187,1.560812561721178,fde,ml
188,1.5478764412529866,fde,ml
189,1.5660104195522304,fde,ml
190,1.5738292029497276,fde,ml
191,1.5639818116180837,fde,ml
192,1.5695262995790908,fde,ml
193,1.5205050542206988,fde,ml
194,3.105728414090221,fde,ml
195,0.480292773651845,fde,ml
196,0.07497603502013128,fde,ml
197,6.3976232540576286,fde,ml
198,2.762433903670084,fde,ml
199,1.3740876140867482,fde,ml
200,1.0507673329350835,fde,ml
201,1.1815404651799357,fde,ml
202,1.409473701577097,fde,ml
203,1.4953789694509254,fde,ml
204,1.5319533586190872,fde,ml
205,0.6590313893685402,fde,ml
206,0.15232582725725458,fde,ml
207,2.0465957572698983,fde,ml
208,1.7792173284210226,fde,ml
209,1.3479891583551253,fde,ml
210,2.0265606558083467,fde,ml
211,2.292524689565854,fde,ml
212,2.5530086687366604,fde,ml
213,3.6005029170621423,fde,ml
214,2.84271786672331,fde,ml
215,4.151717299365656,fde,ml
216,3.4360656017127456,fde,ml
217,5.020750321614787,fde,ml
218,4.159113799241501,fde,ml
219,6.495491543268642,fde,ml
220,5.956949649456248,fde,ml
221,6.224713022997001,fde,ml
222,6.711266767689128,fde,ml
223,7.587579831523438,fde,ml
224,6.653798610278699,fde,ml
225,7.783307748394689,fde,ml
226,6.79450898356489,fde,ml
227,9.82136189207808,fde,ml
228,6.218763862859387,fde,ml
229,9.678942269748942,fde,ml
230,4.943932567192706,fde,ml
231,5.9274102187751145,fde,ml
232,1.5646553119448992,fde,ml
233,2.542940549929504,fde,ml
234,2.7165609132331183,fde,ml
235,3.1807910228452188,fde,ml
236,4.034638055699443,fde,ml
237,4.707616719221652,fde,ml
238,5.005445620955439,fde,ml
239,3.582317252871989,fde,ml
240,4.27552840017305,fde,ml
241,2.0776659430107243,fde,ml
242,2.444056030427166,fde,ml
243,3.9399135963441045,fde,ml
244,3.998101394912001,fde,ml
245,5.109898993108484,fde,ml
246,4.751435349139074,fde,ml
247,3.0818400661205887,fde,ml
248,2.2844520273286495,fde,ml
249,1.2051381097251597,fde,ml
250,1.086634844996612,fde,ml
251,0.864885293833314,fde,ml
252,0.5201776861800516,fde,ml
253,1.1335250583001786,fde,ml
254,1.0990758549240853,fde,ml
255,0.4762999723722464,fde,ml
256,0.523386940298407,fde,ml
257,1.780034353989845,fde,ml
258,0.9699579318004916,fde,ml
259,5.558518207592786,fde,ml
260,1.2391872451682169,fde,ml
261,1.982270581751932,fde,ml
262,1.9533853558259109,fde,ml
263,1.9237926970497576,fde,ml
264,1.2806425793940552,fde,ml
265,2.239646024343559,fde,ml
266,0.6179207869420612,fde,ml
267,2.9757955130404725,fde,ml
268,2.623440583660079,fde,ml
269,3.576789775750306,fde,ml
270,0.6763731214458684,fde,ml
271,2.960995212337468,fde,ml
272,4.3031161862716,fde,ml
273,0.33209342700572114,fde,ml
274,0.5566293581151966,fde,ml
275,2.5031166107561655,fde,ml
276,1.2725371596146346,fde,ml
277,1.9820691693880934,fde,ml
278,0.7736247721258206,fde,ml
279,5.089689964173819,fde,ml
280,1.605218335945224,fde,ml
281,2.169567248308825,fde,ml
282,1.3238721452235995,fde,ml
283,3.3194198141060087,fde,ml
284,2.5475087856914196,fde,ml
285,3.2497864692394063,fde,ml
286,2.508790672169255,fde,ml
287,1.9840282442787587,fde,ml
288,2.6531147101334387,fde,ml
289,2.9233587008033726,fde,ml
290,5.00255352246255,fde,ml
291,2.890126850342966,fde,ml
292,1.716957886312899,fde,ml
293,2.782530062912058,fde,ml
294,2.7904035857624794,fde,ml
295,3.2358160405696044,fde,ml
296,4.614211307800457,fde,ml
297,4.844111557384762,fde,ml
298,4.92068254981618,fde,ml
299,5.3118295715882935,fde,ml
300,5.236565551009106,fde,ml
301,5.4724074418171575,fde,ml
302,1.396009978086178,fde,ml
303,0.8103399988662072,fde,ml
304,0.31272683585276273,fde,ml
305,0.35887364379871217,fde,ml
306,1.092685067720002,fde,ml
307,3.1273897084425104,fde,ml
308,1.7489446719177122,fde,ml
309,2.248459510682211,fde,ml
310,2.034572282776972,fde,ml
311,2.591798151279874,fde,ml
312,2.4167456550805135,fde,ml
313,1.4268019219855004,fde,ml
314,2.016760670442992,fde,ml
315,1.4962829009299907,fde,ml
316,4.410377986142796,fde,ml
317,4.713795934260455,fde,ml
318,1.473828159417952,fde,ml
319,2.314032625503708,fde,ml
320,1.0882412400342798,fde,ml
321,1.1839021816926896,fde,ml
322,2.627168825107522,fde,ml
323,2.9469642434944276,fde,ml
324,0.672551383250399,fde,ml
325,0.4466395408342093,fde,ml
326,3.3779716685103787,fde,ml
327,1.157990842242499,fde,ml
328,1.6472065705035859,fde,ml
329,3.642435411564244,fde,ml
330,1.8496104676609137,fde,ml
331,2.927488282837527,fde,ml
332,1.6750858654511191,fde,ml
333,3.678163763178753,fde,ml
334,1.3757819022010103,fde,ml
335,0.934523996087595,fde,ml
336,1.963577152229878,fde,ml
337,0.7375347821445315,fde,ml
338,0.9812099932434806,fde,ml
339,0.9596546188725548,fde,ml
340,0.8360259230627296,fde,ml
341,1.2193081479503418,fde,ml
342,0.684784589374295,fde,ml
343,0.6258972774736044,fde,ml
344,0.6077882503828211,fde,ml
345,0.6014852943690512,fde,ml
346,0.9295820360214601,fde,ml
347,0.47632730232097986,fde,ml
348,1.1274964595112058,fde,ml
349,1.008291063164349,fde,ml
350,0.6339785433961063,fde,ml
351,0.6603932094194671,fde,ml
352,0.6062064983672761,fde,ml
353,1.1679465290012159,fde,ml
354,0.4786868099752257,fde,ml
355,0.41585781753914347,fde,ml
356,1.3220912962119937,fde,ml
357,1.2147875192874462,fde,ml
358,0.7816474746915648,fde,ml
359,1.8766029276575111,fde,ml
360,0.9360520962148018,fde,ml
361,0.5612964038996215,fde,ml
362,0.47842155507624184,fde,ml
363,0.8915401445722723,fde,ml
